Title,Publication Date,Pages,Articles,Largeur,Hauteur,Mots Page 1,Blocs Page 1,Table Page 1,Publicite Page 1,Illustrations Page 1,Mots Page 2,Blocs Page 2,Table Page 2,Publicite Page 2,Illustrations Page 2,Mots Page 3,Blocs Page 3,Table Page 3,Publicite Page 3,Illustrations Page 3,Mots Page 4,Blocs Page 4,Table Page 4,Publicite Page 4,Illustrations Page 4,Mots Page 5,Blocs Page 5,Table Page 5,Publicite Page 5,Illustrations Page 5,Mots Page 6,Blocs Page 6,Table Page 6,Publicite Page 6,Illustrations Page 6
Le Gaulois,14.12.1869,4,58,445,623,5344,66,0,3,0,6366,46,0,0,0,5952,74,0,2,0,2960,10,1,9,0,,,,,,,,,,
Le Gaulois,14.12.1869,2,3,310,473,5080,8,0,0,0,5109,6,0,0,0,,,,,,,,,,,,,,,,,,,,
Le Gaulois,15.12.1869,4,53,447,624,5075,70,0,2,0,6353,48,0,0,0,5457,68,0,5,0,3640,15,1,14,0,,,,,,,,,,
Le Gaulois,16.12.1869,4,46,446,622,5261,60,0,2,0,6668,39,0,0,0,5496,47,0,11,0,2622,15,0,14,0,,,,,,,,,,
Le Gaulois,17.12.1869,4,65,445,624,5132,67,0,2,0,6351,39,0,0,0,6026,46,1,2,0,3680,48,2,13,0,,,,,,,,,,
Le Gaulois,18.12.1869,4,56,445,621,5312,73,0,2,0,6225,54,0,0,0,5522,75,1,18,0,1929,16,0,15,0,,,,,,,,,,
Le Gaulois,19.12.1869,4,52,444,621,5371,70,0,2,0,6314,38,0,0,0,6090,70,0,8,0,3322,14,2,10,0,,,,,,,,,,
Le Gaulois,20.12.1869,4,62,446,620,5131,74,0,2,0,6252,44,0,0,0,5070,64,1,11,0,3716,18,0,14,1,,,,,,,,,,
Le Gaulois,21.12.1869,4,64,447,621,5294,71,0,2,0,6605,36,1,0,0,6120,83,2,9,0,2666,8,1,7,0,,,,,,,,,,
Le Gaulois,22.12.1869,4,82,446,620,5431,76,0,2,0,6331,48,0,0,0,6372,62,0,1,0,3691,46,1,17,0,,,,,,,,,,
Le Gaulois,23.12.1869,4,72,447,621,5264,76,1,2,0,6322,56,0,0,0,6883,46,0,0,0,4879,58,0,16,0,,,,,,,,,,
Le Gaulois,23.12.1869,2,6,321,463,5120,8,0,0,0,5150,16,0,0,0,,,,,,,,,,,,,,,,,,,,
Le Gaulois,24.12.1869,4,83,447,622,5113,85,0,2,0,6569,42,0,1,0,6205,52,0,0,0,4799,70,0,9,0,,,,,,,,,,
Le Gaulois,24.12.1869,2,3,312,467,4852,7,0,0,0,3758,6,0,0,0,,,,,,,,,,,,,,,,,,,,
Le Gaulois,25.12.1869,4,86,443,621,5239,69,0,2,0,5998,58,0,0,0,6456,39,0,1,0,4476,70,0,13,0,,,,,,,,,,
Le Gaulois,26.12.1869,4,62,446,624,5261,78,0,2,0,6406,57,0,0,0,4858,57,0,8,0,2879,12,2,11,1,,,,,,,,,,
Le Gaulois,27.12.1869,4,60,444,623,5001,69,0,2,0,6332,43,0,0,0,6637,75,0,0,0,3271,14,3,12,0,,,,,,,,,,
Le Gaulois,28.12.1869,4,68,446,624,5212,63,0,2,0,6227,50,0,0,0,6222,47,0,5,0,3660,44,1,16,1,,,,,,,,,,
Le Gaulois,29.12.1869,4,58,444,620,3159,41,0,2,1,8297,34,0,0,0,5778,60,0,0,0,5296,72,1,7,1,,,,,,,,,,
Le Gaulois,30.12.1869,4,55,446,622,5973,33,0,2,0,6701,24,0,0,0,6071,77,0,2,0,3216,15,0,14,0,,,,,,,,,,
Le Gaulois,31.12.1869,4,44,444,623,5389,51,0,2,0,7236,36,0,0,0,6384,50,1,1,0,4043,40,0,8,0,,,,,,,,,,
Le Gaulois,01.01.1870,4,48,449,621,5935,37,0,2,0,7676,20,0,0,0,5788,71,0,0,0,5526,56,0,10,0,,,,,,,,,,
Le Gaulois,02.01.1870,4,52,450,621,4879,59,0,2,0,6469,54,0,0,0,6263,66,0,4,0,7598,14,0,0,0,,,,,,,,,,
Le Gaulois,03.01.1870,4,56,450,624,5073,57,0,2,0,5773,51,0,0,0,6270,26,0,0,1,4759,59,0,7,0,,,,,,,,,,
Le Gaulois,04.01.1870,4,60,454,617,4853,58,0,2,0,5884,47,0,0,0,6454,38,0,0,0,4850,58,0,12,0,,,,,,,,,,
Le Gaulois,05.01.1870,4,73,451,624,5593,57,0,2,0,6251,50,0,0,0,6508,35,0,0,0,5321,64,0,6,0,,,,,,,,,,
Le Gaulois,06.01.1870,4,80,450,617,5395,64,0,3,0,6095,40,0,0,0,6623,23,0,0,0,5176,64,0,7,0,,,,,,,,,,
Le Gaulois,07.01.1870,4,77,449,621,4923,67,0,2,0,6186,44,0,0,0,6201,32,0,1,0,5247,68,0,6,0,,,,,,,,,,
Le Gaulois,08.01.1870,4,76,449,617,5210,69,0,2,0,6223,45,0,0,0,6395,40,0,0,0,4711,59,0,10,0,,,,,,,,,,
Le Gaulois,09.01.1870,4,74,448,617,5255,69,0,3,0,6255,39,0,0,0,6154,40,0,2,0,4923,77,0,10,0,,,,,,,,,,
Le Gaulois,10.01.1870,4,67,448,622,4936,73,0,2,0,6284,45,0,0,0,6455,30,0,0,0,4932,61,0,10,0,,,,,,,,,,
Le Gaulois,11.01.1870,4,57,449,624,5165,59,0,2,0,6119,37,0,0,0,5868,46,0,1,0,4930,77,0,11,0,,,,,,,,,,
Le Gaulois,12.01.1870,4,81,453,634,5180,56,0,3,0,5480,59,0,0,0,6204,49,0,0,0,5479,59,1,9,0,,,,,,,,,,
Le Gaulois,12.01.1870,2,6,450,624,4940,23,0,0,0,2862,8,0,0,0,,,,,,,,,,,,,,,,,,,,
Le Gaulois,13.01.1870,4,82,453,623,5224,59,0,3,0,5918,61,0,0,0,6126,39,0,0,0,5068,64,0,12,0,,,,,,,,,,
Le Gaulois,14.01.1870,4,27,447,622,5414,48,0,2,0,5835,64,0,0,0,6060,54,0,1,0,4015,27,0,6,0,,,,,,,,,,
Le Gaulois,15.01.1870,4,58,450,623,5123,71,0,2,0,6193,46,0,0,0,5906,48,1,1,0,4850,55,1,12,0,,,,,,,,,,
Le Gaulois,16.01.1870,4,51,446,618,5153,74,0,3,0,6549,43,0,0,0,6295,31,0,2,0,4581,67,0,7,0,,,,,,,,,,
Le Gaulois,17.01.1870,4,65,447,622,5116,65,0,3,0,5969,44,0,0,0,6176,36,0,1,0,4862,57,2,8,0,,,,,,,,,,
Le Gaulois,18.01.1870,4,64,449,614,2303,30,0,2,1,6033,32,0,0,0,5844,64,0,0,0,5477,54,0,9,0,,,,,,,,,,
Le Gaulois,19.01.1870,4,56,445,621,5908,45,0,2,0,5986,53,0,0,0,6435,35,0,0,0,4328,40,2,6,0,,,,,,,,,,
Le Gaulois,20.01.1870,4,63,452,621,5321,72,0,3,0,6024,46,0,0,0,6402,34,0,0,0,4866,60,0,7,0,,,,,,,,,,
Le Gaulois,21.01.1870,4,80,447,623,5156,73,0,2,0,6412,37,0,0,0,6708,27,0,0,0,5355,63,0,7,0,,,,,,,,,,
Le Gaulois,21.01.1870,2,6,448,622,5523,10,0,0,0,6315,20,0,0,0,,,,,,,,,,,,,,,,,,,,
Le Gaulois,22.01.1870,4,52,447,624,5229,74,0,2,0,6029,54,0,0,0,6308,36,0,0,1,4987,43,0,7,0,,,,,,,,,,
Le Gaulois,23.01.1870,4,69,450,620,5074,60,0,2,0,5846,53,0,0,0,6274,40,1,0,0,5037,70,0,13,0,,,,,,,,,,
Le Gaulois,23.01.1870,2,3,448,625,6069,19,0,0,0,6671,24,0,0,0,,,,,,,,,,,,,,,,,,,,
Le Gaulois,24.01.1870,4,68,448,623,4929,79,0,2,0,5975,46,0,0,0,6017,38,0,0,0,5678,71,0,8,0,,,,,,,,,,
Le Gaulois,24.01.1870,2,15,457,625,6520,9,0,0,0,6615,27,0,0,0,,,,,,,,,,,,,,,,,,,,
Le Gaulois,25.01.1870,4,52,447,623,5249,63,0,2,0,6093,47,0,0,0,6067,54,0,2,0,3295,36,0,7,0,,,,,,,,,,
Le Gaulois,26.01.1870,4,55,449,622,5338,73,0,2,0,6414,45,0,0,0,6493,35,0,0,0,5222,62,0,6,0,,,,,,,,,,
Le Gaulois,27.01.1870,4,62,448,619,5211,72,0,2,0,6244,44,0,0,0,6280,31,0,0,0,4953,66,0,9,0,,,,,,,,,,
Le Gaulois,28.01.1870,4,67,447,615,5046,78,0,2,0,6335,45,0,0,0,6351,46,0,1,0,5328,72,0,8,0,,,,,,,,,,
Le Gaulois,29.01.1870,4,56,446,623,5169,81,0,2,0,6080,50,0,0,0,6214,52,0,0,0,4668,67,4,18,0,,,,,,,,,,
Le Gaulois,30.01.1870,4,86,452,613,5379,74,0,2,0,5892,46,0,0,0,6351,49,0,0,0,4610,72,0,10,0,,,,,,,,,,
Le Gaulois,31.01.1870,4,48,448,610,4973,69,1,2,0,6423,51,0,0,0,5576,55,2,10,0,2240,12,0,6,0,,,,,,,,,,
Le Gaulois,01.02.1870,4,34,445,623,5525,53,0,2,0,6528,40,0,0,0,6060,14,0,2,0,3525,42,0,12,0,,,,,,,,,,
Le Gaulois,02.02.1870,4,60,446,622,5290,73,0,2,0,5999,49,0,0,0,6209,45,0,1,0,2765,41,0,7,0,,,,,,,,,,
Le Gaulois,02.02.1870,2,3,455,621,5921,21,0,0,0,6681,21,0,0,0,,,,,,,,,,,,,,,,,,,,
Le Gaulois,03.02.1870,4,54,447,619,5204,71,0,2,0,6100,47,0,0,0,5426,63,0,1,0,3902,41,2,11,0,,,,,,,,,,
Le Gaulois,04.02.1870,4,112,447,611,5044,75,0,3,0,6013,51,0,0,0,6426,120,0,0,0,5580,195,1,1,4,,,,,,,,,,
Le Gaulois,05.02.1870,4,61,448,615,5787,69,1,2,0,6455,42,0,0,0,6510,44,0,0,0,5453,63,0,10,0,,,,,,,,,,
Le Gaulois,06.02.1870,4,47,446,623,5308,75,0,3,0,6516,38,0,0,0,5729,39,0,4,0,5179,49,3,10,0,,,,,,,,,,
Le Gaulois,07.02.1870,4,46,444,623,4816,78,0,3,0,6114,40,0,0,0,6297,43,0,1,0,5363,27,0,9,0,,,,,,,,,,
Le Gaulois,08.02.1870,4,75,447,625,5581,55,0,2,0,5887,43,0,0,0,6138,34,0,2,0,4928,66,0,10,0,,,,,,,,,,
Le Gaulois,09.02.1870,4,51,447,623,5450,42,0,2,0,6482,27,0,0,0,5302,54,0,5,0,6095,76,0,7,0,,,,,,,,,,
Le Gaulois,10.02.1870,4,34,450,622,5005,50,0,3,0,6259,40,1,0,0,6037,51,0,2,0,5468,53,2,13,0,,,,,,,,,,
Le Gaulois,11.02.1870,4,51,447,619,5084,51,0,3,0,6908,29,0,0,0,5922,50,0,3,0,5162,70,0,12,0,,,,,,,,,,
Le Gaulois,12.02.1870,4,56,446,623,4919,75,0,2,0,6018,46,0,0,0,6111,38,0,0,0,5184,54,0,10,0,,,,,,,,,,
Le Gaulois,13.02.1870,4,44,446,622,5378,59,0,2,0,5735,61,0,0,0,5861,43,0,4,0,2661,41,0,9,0,,,,,,,,,,
Le Gaulois,14.02.1870,4,58,446,625,5241,68,0,3,0,6156,38,0,0,0,6020,53,0,1,0,4754,16,2,12,0,,,,,,,,,,
Le Gaulois,15.02.1870,4,54,446,617,5230,62,0,3,0,6421,39,0,0,0,6151,31,0,1,0,4683,62,0,14,0,,,,,,,,,,
Le Gaulois,16.02.1870,4,50,448,622,5046,68,0,2,0,5991,37,0,0,0,5924,43,0,1,0,4307,46,0,10,0,,,,,,,,,,
Le Gaulois,17.02.1870,4,47,446,623,5141,76,0,2,0,6343,42,0,0,0,6560,24,0,1,0,4923,47,0,8,0,,,,,,,,,,
Le Gaulois,18.02.1870,4,64,446,626,5112,60,0,3,0,6030,36,0,0,0,5804,52,0,1,0,5363,36,5,9,0,,,,,,,,,,
Le Gaulois,19.02.1870,4,54,450,623,5366,57,0,3,0,6454,46,0,1,0,6070,52,0,1,0,3201,18,4,10,0,,,,,,,,,,
Le Gaulois,20.02.1870,4,50,450,622,5047,67,0,3,0,5930,37,0,0,0,6018,49,2,2,0,3958,15,4,8,0,,,,,,,,,,
Le Gaulois,21.02.1870,4,49,451,617,5253,59,0,2,0,6331,44,0,1,0,5967,50,1,6,0,4053,16,5,6,0,,,,,,,,,,
Le Gaulois,22.02.1870,4,49,447,624,5158,64,0,2,0,6316,42,0,0,0,5879,70,0,2,0,2936,10,1,6,0,,,,,,,,,,
Le Gaulois,23.02.1870,4,56,448,623,4969,74,0,4,0,6149,39,0,0,0,5909,47,0,5,0,2318,18,0,6,0,,,,,,,,,,
Le Gaulois,24.02.1870,4,65,450,616,5239,64,0,2,0,6290,37,0,0,0,5880,55,0,0,0,2953,34,1,11,0,,,,,,,,,,
Le Gaulois,25.02.1870,4,60,451,623,5075,67,0,4,0,5988,44,1,0,0,6165,50,0,3,0,4357,13,2,7,0,,,,,,,,,,
Le Gaulois,26.02.1870,4,53,449,624,5103,74,0,3,0,5914,46,0,0,0,5847,54,0,5,0,1817,7,1,4,0,,,,,,,,,,
Le Gaulois,27.02.1870,4,68,446,615,4934,76,0,2,1,6176,42,0,0,0,6161,63,0,3,0,1739,8,1,5,0,,,,,,,,,,
Le Gaulois,28.02.1870,4,53,445,623,5257,64,0,2,0,6155,37,0,0,0,5866,66,0,0,1,3860,20,2,14,0,,,,,,,,,,
Le Gaulois,01.03.1870,4,54,452,625,5394,45,0,2,0,5881,54,0,0,0,6148,54,0,1,1,4464,49,0,9,0,,,,,,,,,,
Le Gaulois,02.03.1870,4,60,448,622,4940,62,0,2,0,6023,47,0,0,0,5938,52,0,2,0,2655,13,1,8,0,,,,,,,,,,
Le Gaulois,03.03.1870,4,49,450,623,5293,61,0,3,0,5845,47,0,0,0,5803,58,1,1,0,3629,21,1,8,0,,,,,,,,,,
Le Gaulois,04.03.1870,4,52,448,622,5216,60,0,2,0,6313,45,0,0,0,5909,56,2,5,0,2457,21,1,8,0,,,,,,,,,,
Le Gaulois,05.03.1870,4,44,450,625,5429,64,0,3,0,5986,64,0,0,0,4163,41,1,5,0,221,1,0,1,0,,,,,,,,,,
Le Gaulois,06.03.1870,4,83,449,624,5001,64,0,2,0,6194,44,0,1,0,6091,28,1,13,0,6381,245,0,0,0,,,,,,,,,,
Le Gaulois,07.03.1870,4,107,450,624,5043,56,0,2,0,5978,56,1,1,0,5690,29,0,12,0,8221,162,0,0,0,,,,,,,,,,
Le Gaulois,08.03.1870,4,60,446,625,5141,57,0,2,0,5717,52,0,0,0,4469,63,0,9,0,8821,1,0,1,0,,,,,,,,,,
Le Gaulois,09.03.1870,4,55,452,625,5079,55,0,3,0,6167,40,0,0,0,5867,63,0,1,0,5390,12,1,8,0,,,,,,,,,,
Le Gaulois,10.03.1870,4,56,449,624,5223,77,0,4,2,6066,43,0,0,0,5861,48,1,2,0,5101,42,0,9,0,,,,,,,,,,
Le Gaulois,11.03.1870,4,76,449,624,5374,64,0,2,0,6627,50,0,0,0,5992,56,0,2,0,3814,37,0,3,0,,,,,,,,,,
Le Gaulois,12.03.1870,4,51,447,622,5498,61,0,3,0,6153,46,0,0,0,3621,36,1,6,0,3814,1,0,1,0,,,,,,,,,,
Le Gaulois,13.03.1870,4,59,447,622,5106,70,1,3,0,6057,47,0,0,0,4901,32,0,10,0,2055,15,0,2,0,,,,,,,,,,
Le Gaulois,14.03.1870,4,54,454,623,5120,68,0,3,0,6135,44,0,0,0,5899,33,0,6,0,2853,15,0,3,0,,,,,,,,,,
Le Gaulois,15.03.1870,4,46,451,620,5281,56,0,2,0,6190,42,0,0,0,3956,27,0,9,0,2901,1,0,1,0,,,,,,,,,,
Le Gaulois,16.03.1870,4,53,449,622,5164,65,0,2,0,5895,49,0,0,0,6548,48,0,4,0,3004,15,1,3,0,,,,,,,,,,
Le Gaulois,17.03.1870,4,56,448,622,5238,62,0,2,0,6290,51,0,0,0,5417,55,0,4,0,3614,20,0,8,0,,,,,,,,,,
Le Gaulois,18.03.1870,4,54,449,622,5063,60,0,2,0,6301,42,0,0,0,6051,67,0,3,0,3836,14,0,2,0,,,,,,,,,,
Le Gaulois,19.03.1870,4,52,454,624,5421,66,0,2,0,6030,46,0,0,0,6403,53,0,2,0,3800,22,0,10,0,,,,,,,,,,
Le Gaulois,20.03.1870,4,56,450,622,5421,57,0,2,0,5971,49,0,1,0,6914,41,0,6,0,2383,20,0,7,0,,,,,,,,,,
Le Gaulois,21.03.1870,4,62,447,624,4992,54,0,2,0,6076,43,0,0,0,5755,53,0,8,0,2716,14,0,3,0,,,,,,,,,,
Le Gaulois,22.03.1870,4,62,454,625,5402,42,0,2,0,6287,43,0,0,0,5922,61,0,4,0,2677,20,0,8,0,,,,,,,,,,
Le Gaulois,23.03.1870,4,47,446,609,5800,43,0,2,0,7071,28,0,0,0,5779,57,0,4,0,2616,21,0,9,0,,,,,,,,,,
Le Gaulois,24.03.1870,4,73,449,623,6443,26,0,2,0,6506,34,0,0,0,5866,60,0,0,0,5338,75,0,8,0,,,,,,,,,,
Le Gaulois,25.03.1870,4,58,446,624,6445,21,0,2,0,6131,34,0,0,0,6136,45,0,4,0,4585,42,0,13,0,,,,,,,,,,
Le Gaulois,26.03.1870,4,62,448,618,6118,38,0,2,0,6007,49,0,0,0,5855,55,0,1,0,3693,47,0,14,0,,,,,,,,,,
Le Gaulois,27.03.1870,4,74,447,624,6047,36,0,2,0,6303,52,0,0,0,5938,44,0,1,0,5062,69,0,12,0,,,,,,,,,,
Le Gaulois,28.03.1870,4,49,449,619,6265,34,0,3,0,6603,48,0,0,0,6454,49,0,2,0,4517,13,1,9,0,,,,,,,,,,
Le Gaulois,29.03.1870,4,60,447,612,4645,45,0,2,0,5990,39,0,0,0,6149,52,1,1,0,3795,47,0,12,0,,,,,,,,,,
Le Gaulois,30.03.1870,4,83,448,620,5299,76,0,2,0,6410,47,0,1,0,6286,47,0,0,0,4740,76,0,13,0,,,,,,,,,,
Le Gaulois,30.03.1870,1,10,446,610,5712,17,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Le Gaulois,31.03.1870,4,54,446,623,5106,82,0,2,0,6408,44,0,0,0,6441,47,1,3,0,5571,62,0,10,0,,,,,,,,,,
Le Gaulois,31.03.1870,2,19,451,624,6243,13,0,0,0,6371,29,0,0,0,,,,,,,,,,,,,,,,,,,,
Le Gaulois,01.04.1870,4,62,447,622,4672,76,0,2,0,6807,40,0,0,0,6470,46,0,0,0,4641,55,0,11,0,,,,,,,,,,
Le Gaulois,01.04.1870,2,18,450,622,6211,18,0,0,0,4486,8,0,0,0,,,,,,,,,,,,,,,,,,,,
Le Gaulois,02.04.1870,4,52,448,624,5254,55,0,2,0,6346,33,0,0,0,4858,57,1,7,0,3304,44,0,11,0,,,,,,,,,,
Le Gaulois,03.04.1870,4,28,447,615,5573,60,0,2,0,6699,39,0,1,0,4073,28,0,18,0,3265,2,0,1,0,,,,,,,,,,
Le Gaulois,04.04.1870,4,59,447,622,5494,49,0,2,0,6412,31,0,0,0,5854,61,0,1,0,5470,59,0,10,0,,,,,,,,,,
Le Gaulois,04.04.1870,2,12,449,626,6015,9,0,0,0,6739,25,0,0,0,,,,,,,,,,,,,,,,,,,,
Le Gaulois,05.04.1870,4,52,447,623,5445,62,0,2,0,6671,35,0,0,0,5434,32,0,7,0,2697,41,0,7,0,,,,,,,,,,
Le Gaulois,06.04.1870,4,43,450,624,5114,62,0,2,0,6232,40,0,0,0,4821,42,0,11,0,3830,43,0,9,0,,,,,,,,,,
Le Gaulois,07.04.1870,4,51,447,622,5434,69,0,2,0,6454,55,0,0,0,6362,36,0,5,0,3209,36,1,2,0,,,,,,,,,,
Le Gaulois,08.04.1870,4,57,449,621,5102,73,0,2,0,6035,45,0,0,0,5754,52,0,8,0,2834,35,0,4,0,,,,,,,,,,
Le Gaulois,08.04.1870,2,8,446,621,6356,9,0,0,0,3267,8,0,0,0,,,,,,,,,,,,,,,,,,,,
Le Gaulois,09.04.1870,4,49,450,620,5302,71,0,2,0,6128,39,0,0,0,6738,34,0,3,0,3289,26,0,7,0,,,,,,,,,,
Le Gaulois,09.04.1870,2,13,446,622,6241,10,0,0,0,3686,7,0,0,0,,,,,,,,,,,,,,,,,,,,
Le Gaulois,10.04.1870,4,59,447,623,5054,69,0,3,0,5444,42,0,5,0,6064,44,0,0,0,3562,51,0,20,0,,,,,,,,,,
Le Gaulois,10.04.1870,2,16,447,633,6017,9,0,0,0,4756,7,0,0,0,,,,,,,,,,,,,,,,,,,,
Le Gaulois,11.04.1870,4,70,449,626,5469,75,0,3,0,6343,41,0,0,0,5923,54,0,3,0,4818,34,0,10,0,,,,,,,,,,
Le Gaulois,12.04.1870,4,67,445,618,5351,59,0,3,0,6549,35,0,0,0,6167,46,0,11,0,3337,48,0,13,0,,,,,,,,,,
Le Gaulois,13.04.1870,4,66,446,622,5734,60,0,3,0,6649,40,0,0,0,5498,75,0,7,0,2177,1,0,1,0,,,,,,,,,,
Le Gaulois,14.04.1870,4,59,449,624,5205,66,0,2,0,6092,51,0,0,0,6198,51,1,1,0,3669,46,1,12,0,,,,,,,,,,
Le Gaulois,15.04.1870,4,71,448,623,5129,61,0,3,0,6156,35,0,0,0,5564,49,0,12,0,2343,31,0,1,0,,,,,,,,,,
Le Gaulois,16.04.1870,4,68,446,622,5209,61,0,3,0,5974,40,0,0,0,5862,51,0,5,0,4518,38,0,12,0,,,,,,,,,,
Le Gaulois,17.04.1870,4,49,446,611,5082,65,0,2,0,6000,44,0,0,0,5760,40,0,4,0,3281,33,0,12,0,,,,,,,,,,
Le Gaulois,18.04.1870,4,57,449,610,4958,76,0,2,0,6134,42,0,0,0,6475,46,0,6,0,2738,33,0,1,0,,,,,,,,,,
Le Gaulois,19.04.1870,4,47,446,622,5361,60,0,2,0,6587,43,0,0,0,5733,47,0,9,0,2533,33,0,4,0,,,,,,,,,,
Le Gaulois,20.04.1870,4,64,446,623,5186,63,0,2,0,5987,39,0,0,1,6036,55,0,0,0,5009,48,0,12,0,,,,,,,,,,
Le Gaulois,21.04.1870,4,66,446,618,5214,66,0,2,0,5851,42,0,0,0,6152,50,0,1,0,3650,50,0,14,0,,,,,,,,,,
Le Gaulois,22.04.1870,4,55,449,624,5213,64,0,2,0,5850,49,0,0,0,6013,54,0,3,0,3188,36,0,10,0,,,,,,,,,,
Le Gaulois,23.04.1870,4,66,448,623,5218,59,0,2,0,6154,36,0,0,0,6345,44,0,0,0,4299,59,0,12,0,,,,,,,,,,
Le Gaulois,24.04.1870,4,72,450,618,5233,68,0,2,0,6138,41,0,0,0,5795,51,2,9,0,3221,37,0,3,0,,,,,,,,,,
Le Gaulois,25.04.1870,4,47,451,623,4270,43,0,2,0,6109,64,0,0,0,5795,53,0,4,0,4040,10,2,7,0,,,,,,,,,,
Le Gaulois,26.04.1870,4,56,449,623,5329,61,0,2,0,5828,58,0,0,0,6281,44,0,2,0,4929,59,0,16,0,,,,,,,,,,
Le Gaulois,27.04.1870,4,64,447,623,5428,68,0,2,0,5796,49,0,0,0,5882,53,0,1,0,4341,55,0,13,0,,,,,,,,,,
Le Gaulois,28.04.1870,4,65,451,615,5070,62,0,5,0,5994,45,0,0,0,6815,45,0,3,0,4700,61,0,22,0,,,,,,,,,,
Le Gaulois,29.04.1870,4,62,450,621,5173,65,0,4,0,6199,43,0,0,0,6377,45,0,1,0,5002,57,0,9,0,,,,,,,,,,
Le Gaulois,30.04.1870,4,69,453,627,5334,70,0,2,0,6297,38,0,0,0,6022,31,0,1,0,5297,45,0,9,0,,,,,,,,,,
Le Gaulois,01.05.1870,4,80,448,623,5311,62,0,3,0,6101,47,0,0,0,5393,49,0,7,0,3109,46,0,4,0,,,,,,,,,,
Le Gaulois,02.05.1870,4,63,453,624,4174,47,0,2,1,5602,60,0,1,0,6117,47,0,3,0,4799,39,0,15,0,,,,,,,,,,
Le Gaulois,03.05.1870,4,65,450,624,5727,56,0,3,0,6116,53,0,0,0,5470,32,0,3,0,3911,21,0,1,0,,,,,,,,,,
Le Gaulois,04.05.1870,4,74,447,624,5486,58,0,2,0,6304,48,0,0,0,6267,51,0,1,0,4937,49,0,11,0,,,,,,,,,,
Le Gaulois,05.05.1870,4,79,453,626,5349,60,0,2,0,6210,47,0,0,0,6207,44,0,2,0,5595,43,1,5,0,,,,,,,,,,
Le Gaulois,06.05.1870,4,74,447,623,7194,19,0,2,0,5906,55,0,0,0,6508,54,0,0,0,5318,62,0,9,0,,,,,,,,,,
Le Gaulois,07.05.1870,4,78,446,624,5050,64,0,2,0,6026,54,0,0,0,6224,57,0,1,0,3814,45,0,13,0,,,,,,,,,,
Le Gaulois,08.05.1870,4,56,448,612,5319,62,0,2,0,6422,41,1,0,0,6250,51,0,1,0,3822,43,0,13,0,,,,,,,,,,
Le Gaulois,09.05.1870,4,58,447,622,4741,65,0,2,0,6079,47,0,0,0,6211,35,0,1,0,5099,36,0,7,0,,,,,,,,,,
Le Gaulois,10.05.1870,4,52,447,622,1626,21,1,3,0,5493,51,0,0,0,5763,60,0,0,0,4283,35,0,9,0,,,,,,,,,,
Le Gaulois,11.05.1870,4,41,448,623,4991,71,0,2,0,6025,40,0,0,0,5490,54,0,5,0,1628,7,0,7,0,,,,,,,,,,
Le Gaulois,12.05.1870,4,53,448,623,5162,72,0,2,0,6213,41,0,0,0,6426,48,0,2,0,4252,44,0,10,0,,,,,,,,,,
Le Gaulois,13.05.1870,4,60,446,623,5702,65,0,2,0,5971,51,0,0,0,6097,55,0,3,0,3346,28,3,23,0,,,,,,,,,,
Le Gaulois,14.05.1870,4,56,449,623,5657,55,0,3,0,6261,49,0,0,0,6367,40,0,1,0,4710,62,0,18,0,,,,,,,,,,
Le Gaulois,15.05.1870,4,48,445,625,5212,63,0,4,0,6498,42,0,0,0,6260,65,1,22,0,4058,35,0,11,0,,,,,,,,,,
Le Gaulois,16.05.1870,4,53,448,623,5436,53,0,2,0,6340,39,0,0,0,5819,45,1,5,0,3781,33,0,2,0,,,,,,,,,,
Le Gaulois,17.05.1870,4,57,447,609,5224,62,0,2,0,6505,43,0,0,0,6213,48,0,3,0,3783,39,1,9,0,,,,,,,,,,
Le Gaulois,18.05.1870,4,47,445,623,5188,67,0,3,0,6166,43,0,0,0,6498,47,0,0,0,4197,27,1,13,0,,,,,,,,,,
Le Gaulois,19.05.1870,4,71,448,624,5054,72,0,2,0,6302,40,0,0,0,6050,47,0,0,0,4153,58,0,15,0,,,,,,,,,,
Le Gaulois,20.05.1870,4,73,446,620,5365,60,0,3,0,6098,42,0,0,0,6973,35,0,0,0,5477,51,1,12,0,,,,,,,,,,
Le Gaulois,21.05.1870,4,72,449,622,5349,63,0,3,0,6289,47,0,0,0,6265,44,0,2,0,3371,39,0,11,0,,,,,,,,,,
Le Gaulois,22.05.1870,4,66,445,608,5206,55,0,3,0,6267,43,0,0,0,6005,45,1,10,0,3037,38,0,11,0,,,,,,,,,,
Le Gaulois,23.05.1870,4,66,447,617,5299,63,0,2,0,6068,45,0,0,0,6014,43,0,1,0,3956,40,0,14,0,,,,,,,,,,
Le Gaulois,24.05.1870,4,83,448,622,4983,58,0,3,0,6138,39,0,0,0,5851,48,0,4,0,3729,42,1,11,0,,,,,,,,,,
Le Gaulois,25.05.1870,4,53,450,622,5353,73,1,3,0,6625,38,0,0,0,6643,45,0,1,0,3828,25,0,13,0,,,,,,,,,,
Le Gaulois,26.05.1870,4,77,449,623,5301,69,0,3,0,6205,40,0,0,0,6052,47,0,0,0,5002,56,1,10,0,,,,,,,,,,
Le Gaulois,27.05.1870,4,67,449,629,5028,72,0,3,0,6132,46,0,0,0,6048,46,0,1,0,4451,51,1,18,0,,,,,,,,,,
